CODE,MeanSalience,SumSalience,SmithsS
ST02,1,2,1
CF01,0.6666666666666666,0.6666666666666666,0.3333333333333333
SA01,0.6666666666666666,1.3333333333333333,0.6666666666666666
ST04,0.7,1.4,0.7
NC03,0.5,0.5,0.25
OR01,1,1,0.5
OR02,0.6666666666666666,0.6666666666666666,0.3333333333333333
SA03,0.3333333333333333,0.3333333333333333,0.16666666666666666
ST10,0.6666666666666666,0.6666666666666666,0.3333333333333333
SA02,0.8,0.8,0.4
ST05,0.6,0.6,0.3
ST06,0.2,0.2,0.1
